predicates,k,BASE_PRE_SEARCH_recall,BASE_POS_SEARCH_recall,ADAP_PRE_SEARCH_recall,ADAP_POS_SEARCH_recall,BASE_PRE_SEARCH_precision,BASE_POS_SEARCH_precision,ADAP_PRE_SEARCH_precision,ADAP_POS_SEARCH_precision,BASE_PRE_SEARCH_ndcg,BASE_POS_SEARCH_ndcg,ADAP_PRE_SEARCH_ndcg,ADAP_POS_SEARCH_ndcg,BASE_PRE_SEARCH_num_results,BASE_POS_SEARCH_num_results,ADAP_PRE_SEARCH_num_results,ADAP_POS_SEARCH_num_results
"[Predicate(key='token_count', value=220, operator='>='), Predicate(key='revdate', value='2025-01-24 15:53:28', operator='>=')]",1000,0.92,1.0,0.576,0.631,0.92,1.0,0.576,0.631,0.9448222926397248,1.0,0.6877571180674256,0.7310758316736479,1000,1000,1000,1000
"[Predicate(key='token_count', value=220, operator='>='), Predicate(key='revdate', value='2025-01-24 15:53:28', operator='>=')]",2500,0.8296,1.0,0.5608,0.6312,0.8296,1.0,0.5608,0.6312,0.8763818714341348,1.0,0.6666592558284316,0.7220692634749319,2500,2500,2500,2500
"[Predicate(key='token_count', value=220, operator='>='), Predicate(key='revdate', value='2025-01-24 15:53:28', operator='>=')]",5000,0.7282,1.0,0.5618,0.6378,0.7282,1.0,0.5618,0.6378,0.7966131892505952,1.0,0.6645856286041044,0.7272453967198782,5000,5000,5000,5000
"[Predicate(key='token_count', value=220, operator='>='), Predicate(key='revdate', value='2025-01-24 15:53:28', operator='>=')]",6000,0.6965,1.0,0.566,0.665,0.6965,1.0,0.566,0.665,0.7714454813020157,1.0,0.6685410364155322,0.7466970942156762,6000,6000,6000,6000
"[Predicate(key='token_count', value=220, operator='>='), Predicate(key='revdate', value='2025-01-24 15:53:28', operator='>=')]",7000,0.669,1.0,0.569,0.679,0.669,1.0,0.569,0.679,0.7494546865475555,1.0,0.6702459788848544,0.7574316912202884,7000,7000,7000,7000
"[Predicate(key='token_count', value=220, operator='>='), Predicate(key='revdate', value='2025-01-24 15:53:28', operator='>=')]",10000,0.5946,1.0,0.6165,0.738,0.5946,1.0,0.6165,0.738,0.691035071365026,1.0,0.7086649997992231,0.8055916735547726,10000,10000,10000,10000
"[Predicate(key='token_count', value=230, operator='>='), Predicate(key='revdate', value='2025-01-23 12:30:14', operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='token_count', value=230, operator='>='), Predicate(key='revdate', value='2025-01-23 12:30:14', operator='>=')]",10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,10,10
"[Predicate(key='token_count', value=230, operator='>='), Predicate(key='revdate', value='2025-01-23 12:30:14', operator='>=')]",50,1.0,1.0,0.52,0.52,1.0,1.0,0.52,0.52,1.0,1.0,0.6881475976046525,0.6881475976046525,50,50,50,50
"[Predicate(key='token_count', value=230, operator='>='), Predicate(key='revdate', value='2025-01-23 12:30:14', operator='>=')]",100,1.0,1.0,0.48,0.48,1.0,1.0,0.48,0.48,1.0,1.0,0.6354333878204919,0.6354333878204919,100,100,100,100
"[Predicate(key='token_count', value=230, operator='>='), Predicate(key='revdate', value='2025-01-23 12:30:14', operator='>=')]",200,0.995,1.0,0.39,0.39,0.995,1.0,0.39,0.39,0.9967589624278888,1.0,0.5456069605728833,0.5456069605728833,200,200,200,200
"[Predicate(key='token_count', value=230, operator='>='), Predicate(key='revdate', value='2025-01-23 12:30:14', operator='>=')]",500,0.976,1.0,0.564,0.604,0.976,1.0,0.564,0.604,0.9837301376999277,1.0,0.6757476073252324,0.706247737913465,500,500,500,500
"[Predicate(key='token_count', value=230, operator='>='), Predicate(key='revdate', value='2025-01-23 12:30:14', operator='>=')]",1000,0.924,1.0,0.591,0.637,0.924,1.0,0.591,0.637,0.9475142009777974,1.0,0.6998150205082753,0.7361473548560479,1000,1000,1000,1000
"[Predicate(key='token_count', value=230, operator='>='), Predicate(key='revdate', value='2025-01-23 12:30:14', operator='>=')]",2500,0.8372,1.0,0.5468,0.6156,0.8372,1.0,0.5468,0.6156,0.8817203586255854,1.0,0.6553033113982594,0.7098362688062059,2500,2500,2500,2500
"[Predicate(key='token_count', value=230, operator='>='), Predicate(key='revdate', value='2025-01-23 12:30:14', operator='>=')]",5000,0.7378,1.0,0.5596,0.6208,0.7378,1.0,0.5596,0.6208,0.8035695506355216,1.0,0.6620941418812029,0.7131769762324438,5000,5000,5000,5000
"[Predicate(key='token_count', value=230, operator='>='), Predicate(key='revdate', value='2025-01-23 12:30:14', operator='>=')]",6000,0.7073333333333334,1.0,0.5645,0.6196666666666667,0.7073333333333334,1.0,0.5645,0.6196666666666667,0.77924802855145,1.0,0.6661766926868089,0.7112921204731854,6000,6000,6000,6000
"[Predicate(key='token_count', value=230, operator='>='), Predicate(key='revdate', value='2025-01-23 12:30:14', operator='>=')]",7000,0.6761428571428572,1.0,0.5638571428571428,0.64,0.6761428571428572,1.0,0.5638571428571428,0.64,0.7548923038761383,1.0,0.6658611644444282,0.7265608583587422,7000,7000,7000,7000
"[Predicate(key='token_count', value=230, operator='>='), Predicate(key='revdate', value='2025-01-23 12:30:14', operator='>=')]",10000,0.6071,1.0,0.6037,0.6875,0.6071,1.0,0.6037,0.6875,0.6998440295763247,1.0,0.6971066246122264,0.7653839433548628,10000,10000,10000,10000
"[Predicate(key='token_count', value=250, operator='>='), Predicate(key='revdate', value='2025-01-22 10:15:26', operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='token_count', value=250, operator='>='), Predicate(key='revdate', value='2025-01-22 10:15:26', operator='>=')]",10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,10,10
"[Predicate(key='token_count', value=250, operator='>='), Predicate(key='revdate', value='2025-01-22 10:15:26', operator='>=')]",50,1.0,1.0,0.52,0.52,1.0,1.0,0.52,0.52,1.0,1.0,0.6873130277113795,0.6873130277113795,50,50,50,50
"[Predicate(key='token_count', value=250, operator='>='), Predicate(key='revdate', value='2025-01-22 10:15:26', operator='>=')]",100,1.0,1.0,0.48,0.48,1.0,1.0,0.48,0.48,1.0,1.0,0.6338595747128394,0.6338595747128394,100,100,100,100
"[Predicate(key='token_count', value=250, operator='>='), Predicate(key='revdate', value='2025-01-22 10:15:26', operator='>=')]",200,0.995,1.0,0.385,0.385,0.995,1.0,0.385,0.385,0.9967762318929865,1.0,0.5403540252560972,0.5403540252560972,200,200,200,200
"[Predicate(key='token_count', value=250, operator='>='), Predicate(key='revdate', value='2025-01-22 10:15:26', operator='>=')]",500,0.978,1.0,0.462,0.562,0.978,1.0,0.462,0.562,0.9851129932987915,1.0,0.5922921921054377,0.6734389699755056,500,500,500,500
"[Predicate(key='token_count', value=250, operator='>='), Predicate(key='revdate', value='2025-01-22 10:15:26', operator='>=')]",1000,0.932,1.0,0.53,0.635,0.932,1.0,0.53,0.635,0.953147857675598,1.0,0.6466761815011755,0.7339934578153549,1000,1000,1000,1000
"[Predicate(key='token_count', value=250, operator='>='), Predicate(key='revdate', value='2025-01-22 10:15:26', operator='>=')]",2500,0.8508,1.0,0.5604,0.6176,0.8508,1.0,0.5604,0.6176,0.8916941765556801,1.0,0.6655564634694897,0.711489272576158,2500,2500,2500,2500
"[Predicate(key='token_count', value=250, operator='>='), Predicate(key='revdate', value='2025-01-22 10:15:26', operator='>=')]",5000,0.7542,1.0,0.5606,0.6108,0.7542,1.0,0.5606,0.6108,0.8161534386588172,1.0,0.6620125331925576,0.7045851636544399,5000,5000,5000,5000
"[Predicate(key='token_count', value=250, operator='>='), Predicate(key='revdate', value='2025-01-22 10:15:26', operator='>=')]",6000,0.7215,1.0,0.5548333333333333,0.6183333333333333,0.7215,1.0,0.5548333333333333,0.6183333333333333,0.7905029622028432,1.0,0.6574586562122936,0.7101533029086828,6000,6000,6000,6000
"[Predicate(key='token_count', value=250, operator='>='), Predicate(key='revdate', value='2025-01-22 10:15:26', operator='>=')]",7000,0.6915714285714286,1.0,0.5644285714285714,0.6252857142857143,0.6915714285714286,1.0,0.5644285714285714,0.6252857142857143,0.7670275965216035,1.0,0.6662801795625446,0.7147687499510601,7000,7000,7000,7000
"[Predicate(key='token_count', value=250, operator='>='), Predicate(key='revdate', value='2025-01-22 10:15:26', operator='>=')]",10000,0.6227,1.0,0.5863,0.6735,0.6227,1.0,0.5863,0.6735,0.7119876092788797,1.0,0.6829829488206998,0.7528755170678261,10000,10000,10000,10000
"[Predicate(key='token_count', value=240, operator='>='), Predicate(key='revdate', value='2025-01-23 08:47:52', operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='token_count', value=240, operator='>='), Predicate(key='revdate', value='2025-01-23 08:47:52', operator='>=')]",10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,10,10
"[Predicate(key='token_count', value=240, operator='>='), Predicate(key='revdate', value='2025-01-23 08:47:52', operator='>=')]",50,1.0,1.0,0.52,0.52,1.0,1.0,0.52,0.52,1.0,1.0,0.6881475976046525,0.6881475976046525,50,50,50,50
"[Predicate(key='token_count', value=240, operator='>='), Predicate(key='revdate', value='2025-01-23 08:47:52', operator='>=')]",100,1.0,1.0,0.48,0.48,1.0,1.0,0.48,0.48,1.0,1.0,0.6354333878204919,0.6354333878204919,100,100,100,100
"[Predicate(key='token_count', value=240, operator='>='), Predicate(key='revdate', value='2025-01-23 08:47:52', operator='>=')]",200,0.995,1.0,0.39,0.39,0.995,1.0,0.39,0.39,0.9967597491310721,1.0,0.5455110062603422,0.5455110062603422,200,200,200,200
"[Predicate(key='token_count', value=240, operator='>='), Predicate(key='revdate', value='2025-01-23 08:47:52', operator='>=')]",500,0.976,1.0,0.56,0.56,0.976,1.0,0.56,0.56,0.983737418118881,1.0,0.672747697185339,0.672747697185339,500,500,500,500
"[Predicate(key='token_count', value=240, operator='>='), Predicate(key='revdate', value='2025-01-23 08:47:52', operator='>=')]",1000,0.926,1.0,0.594,0.609,0.926,1.0,0.594,0.609,0.9488687919416782,1.0,0.7020612027801971,0.7149224822822663,1000,1000,1000,1000
"[Predicate(key='token_count', value=240, operator='>='), Predicate(key='revdate', value='2025-01-23 08:47:52', operator='>=')]",2500,0.8388,1.0,0.5488,0.6076,0.8388,1.0,0.5488,0.6076,0.8830153286804762,1.0,0.6571412856717572,0.7036121030689739,2500,2500,2500,2500
"[Predicate(key='token_count', value=240, operator='>='), Predicate(key='revdate', value='2025-01-23 08:47:52', operator='>=')]",5000,0.7388,1.0,0.5616,0.6176,0.7388,1.0,0.5616,0.6176,0.8045450362128036,1.0,0.663945548217454,0.7110134423752115,5000,5000,5000,5000
"[Predicate(key='token_count', value=240, operator='>='), Predicate(key='revdate', value='2025-01-23 08:47:52', operator='>=')]",6000,0.7083333333333334,1.0,0.5578333333333333,0.617,0.7083333333333334,1.0,0.5578333333333333,0.617,0.7802298015398523,1.0,0.6610814540011754,0.7093707133257564,6000,6000,6000,6000
"[Predicate(key='token_count', value=240, operator='>='), Predicate(key='revdate', value='2025-01-23 08:47:52', operator='>=')]",7000,0.6771428571428572,1.0,0.5655714285714286,0.6371428571428571,0.6771428571428572,1.0,0.5655714285714286,0.6371428571428571,0.7558714106084619,1.0,0.6673831739276924,0.7246754608672159,7000,7000,7000,7000
"[Predicate(key='token_count', value=240, operator='>='), Predicate(key='revdate', value='2025-01-23 08:47:52', operator='>=')]",10000,0.6082,1.0,0.6048,0.6809,0.6082,1.0,0.6048,0.6809,0.7008514461572235,1.0,0.6981167095430563,0.7599739232283932,10000,10000,10000,10000
"[Predicate(key='token_count', value=260, operator='>='), Predicate(key='revdate', value='2025-01-22 06:24:38', operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='token_count', value=260, operator='>='), Predicate(key='revdate', value='2025-01-22 06:24:38', operator='>=')]",10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,10,10
"[Predicate(key='token_count', value=260, operator='>='), Predicate(key='revdate', value='2025-01-22 06:24:38', operator='>=')]",50,1.0,1.0,0.52,0.52,1.0,1.0,0.52,0.52,1.0,1.0,0.6886152186472333,0.6886152186472333,50,50,50,50
"[Predicate(key='token_count', value=260, operator='>='), Predicate(key='revdate', value='2025-01-22 06:24:38', operator='>=')]",100,1.0,1.0,0.48,0.48,1.0,1.0,0.48,0.48,1.0,1.0,0.6350205780457562,0.6350205780457562,100,100,100,100
"[Predicate(key='token_count', value=260, operator='>='), Predicate(key='revdate', value='2025-01-22 06:24:38', operator='>=')]",200,0.995,1.0,0.38,0.38,0.995,1.0,0.38,0.38,0.9967696916580334,1.0,0.5372060315527728,0.5372060315527728,200,200,200,200
"[Predicate(key='token_count', value=260, operator='>='), Predicate(key='revdate', value='2025-01-22 06:24:38', operator='>=')]",500,0.976,1.0,0.46,0.56,0.976,1.0,0.46,0.56,0.9837712211861871,1.0,0.5909938844507792,0.6722926188150412,500,500,500,500
"[Predicate(key='token_count', value=260, operator='>='), Predicate(key='revdate', value='2025-01-22 06:24:38', operator='>=')]",1000,0.932,1.0,0.528,0.634,0.932,1.0,0.528,0.634,0.9530090399257701,1.0,0.6453812231112026,0.7335650546830998,1000,1000,1000,1000
"[Predicate(key='token_count', value=260, operator='>='), Predicate(key='revdate', value='2025-01-22 06:24:38', operator='>=')]",2500,0.8512,1.0,0.5604,0.6188,0.8512,1.0,0.5604,0.6188,0.8918635266004523,1.0,0.6649811678841749,0.7120969751371524,2500,2500,2500,2500
"[Predicate(key='token_count', value=260, operator='>='), Predicate(key='revdate', value='2025-01-22 06:24:38', operator='>=')]",5000,0.7552,1.0,0.5616,0.6178,0.7552,1.0,0.5616,0.6178,0.8168081545938385,1.0,0.6625951042007946,0.7098797713781148,5000,5000,5000,5000
"[Predicate(key='token_count', value=260, operator='>='), Predicate(key='revdate', value='2025-01-22 06:24:38', operator='>=')]",6000,0.7233333333333334,1.0,0.5556666666666666,0.6191666666666666,0.7233333333333334,1.0,0.5556666666666666,0.6191666666666666,0.79172773726408,1.0,0.6579285603741042,0.7106613068456008,6000,6000,6000,6000
"[Predicate(key='token_count', value=260, operator='>='), Predicate(key='revdate', value='2025-01-22 06:24:38', operator='>=')]",7000,0.6931428571428572,1.0,0.5654285714285714,0.6268571428571429,0.6931428571428572,1.0,0.5654285714285714,0.6268571428571429,0.7681122816118221,1.0,0.6668509975806747,0.7158614492105587,7000,7000,7000,7000
"[Predicate(key='token_count', value=260, operator='>='), Predicate(key='revdate', value='2025-01-22 06:24:38', operator='>=')]",10000,0.6237,1.0,0.5874,0.6786,0.6237,1.0,0.5874,0.6786,0.7127326776807841,1.0,0.6837651077496751,0.756917782746105,10000,10000,10000,10000
"[Predicate(key='token_count', value=270, operator='>='), Predicate(key='revdate', value='2025-01-22 03:01:24', operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='token_count', value=270, operator='>='), Predicate(key='revdate', value='2025-01-22 03:01:24', operator='>=')]",10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,10,10
"[Predicate(key='token_count', value=270, operator='>='), Predicate(key='revdate', value='2025-01-22 03:01:24', operator='>=')]",50,1.0,1.0,0.52,0.52,1.0,1.0,0.52,0.52,1.0,1.0,0.6880922146688104,0.6880922146688104,50,50,50,50
"[Predicate(key='token_count', value=270, operator='>='), Predicate(key='revdate', value='2025-01-22 03:01:24', operator='>=')]",100,1.0,1.0,0.47,0.47,1.0,1.0,0.47,0.47,1.0,1.0,0.6275173053803427,0.6275173053803427,100,100,100,100
"[Predicate(key='token_count', value=270, operator='>='), Predicate(key='revdate', value='2025-01-22 03:01:24', operator='>=')]",200,0.995,1.0,0.38,0.38,0.995,1.0,0.38,0.38,0.9967737825583761,1.0,0.5365806694989388,0.5365806694989388,200,200,200,200
"[Predicate(key='token_count', value=270, operator='>='), Predicate(key='revdate', value='2025-01-22 03:01:24', operator='>=')]",500,0.976,1.0,0.462,0.562,0.976,1.0,0.462,0.562,0.9837875745171762,1.0,0.5919717850497148,0.6740397412396864,500,500,500,500
"[Predicate(key='token_count', value=270, operator='>='), Predicate(key='revdate', value='2025-01-22 03:01:24', operator='>=')]",1000,0.933,1.0,0.53,0.636,0.933,1.0,0.53,0.636,0.9537099506304232,1.0,0.6470843765889064,0.7351354994449203,1000,1000,1000,1000
"[Predicate(key='token_count', value=270, operator='>='), Predicate(key='revdate', value='2025-01-22 03:01:24', operator='>=')]",2500,0.8524,1.0,0.5632,0.6204,0.8524,1.0,0.5632,0.6204,0.8926316194532199,1.0,0.6672728674988878,0.713608413480213,2500,2500,2500,2500
"[Predicate(key='token_count', value=270, operator='>='), Predicate(key='revdate', value='2025-01-22 03:01:24', operator='>=')]",5000,0.7574,1.0,0.564,0.62,0.7574,1.0,0.564,0.62,0.8182720957856604,1.0,0.6644073663875781,0.711421382528853,5000,5000,5000,5000
"[Predicate(key='token_count', value=270, operator='>='), Predicate(key='revdate', value='2025-01-22 03:01:24', operator='>=')]",6000,0.7246666666666667,1.0,0.5568333333333333,0.6211666666666666,0.7246666666666667,1.0,0.5568333333333333,0.6211666666666666,0.7926376598276086,1.0,0.6588004617649216,0.7120973109095782,6000,6000,6000,6000
"[Predicate(key='token_count', value=270, operator='>='), Predicate(key='revdate', value='2025-01-22 03:01:24', operator='>=')]",7000,0.6961428571428572,1.0,0.5621428571428572,0.6337142857142857,0.6961428571428572,1.0,0.5621428571428572,0.6337142857142857,0.770121276905807,1.0,0.6640259354578676,0.7211110718540796,7000,7000,7000,7000
"[Predicate(key='token_count', value=270, operator='>='), Predicate(key='revdate', value='2025-01-22 03:01:24', operator='>=')]",10000,0.6258,1.0,0.5894,0.6807,0.6258,1.0,0.5894,0.6807,0.7141944369105416,1.0,0.6851959917052136,0.7583925252856883,10000,10000,10000,10000
